	X1.6.Anhydro.beta.D.glucose	X1.Methylnicotinamide	X2.Aminobutyrate	X2.Hydroxyisobutyrate	X2.Oxoglutarate	X3.Aminoisobutyrate	X3.Hydroxybutyrate	X3.Hydroxyisovalerate	X3.Indoxylsulfate	X4.Hydroxyphenylacetate	Acetate	Acetone	Adipate	Alanine	Asparagine	Betaine	Carnitine	Citrate	Creatine	Creatinine	Dimethylamine	Ethanolamine	Formate	Fucose	Fumarate	Glucose	Glutamine	Glycine	Glycolate	Guanidoacetate	Hippurate	Histidine	Hypoxanthine	Isoleucine	Lactate	Leucine	Lysine	Methylamine	Methylguanidine	N.N.Dimethylglycine	O.Acetylcarnitine	Pantothenate	Pyroglutamate	Pyruvate	Quinolinate	Serine	Succinate	Sucrose	Tartrate	Taurine	Threonine	Trigonelline	Trimethylamine.N.oxide	Tryptophan	Tyrosine	Uracil	Valine	Xylose	cis.Aconitate	myo.Inositol	trans.Aconitate	pi.Methylhistidine	tau.Methylhistidine
PIF_094	4.24448722065182	2.69934576047206	2.57870052907436	3.25924971900647	3.37485340632255	4.30365960559978	2.52332575969195	3.25924971900647	4.78832472908594	4.90742062261527	4.64956977328478	2.56955412384829	3.50074101199842	6.12218574483099	4.60005713660127	4.49121730591206	3.77322060254769	8.21027121331075	3.80265446837278	9.03011980655336	5.8628354045108	5.5339426953643	5.31492863235323	4.47152450111817	2.10046890887191	6.00247866837108	6.03241453343694	7.260705293979	5.32486192177015	4.5703716804454	7.56052307538874	5.95259377271899	3.22087382753087	2.33214389523559	4.93720401601037	2.82137888640921	4.25433529853104	3.13462427242061	2.46809953147162	3.57822718401034	3.03927057556847	2.90635446240277	5.09613998104273	1.71739505393919	4.13612609623706	4.95702352464761	4.19524514715783	4.34302589732415	2.6253929674212	5.6734263546413	4.23454119271538	5.0166173657738	5.922677011681	4.68923556110576	5.09613998104273	2.56032328907275	3.67554088967476	4.01818320125654	5.49413083019029	4.26422797389543	3.32647383546622	5.62362031540416	5.14586524335636
PIF_132	5.3746300493972	4.85779486662447	3.48124008933569	3.54904250892614	4.49121730591206	4.17546361350689	4.00824186316869	5.1060666786762	6.54144838207405	5.6335745796127	6.02243012636486	2.75556971707019	4.24448722065182	7.18076270354811	4.89746659599062	5.05637318577011	3.54904250892614	9.11011000789227	4.66945867587045	10.4300295249455	7.3506446157363	7.2706955546753	7.30067535958801	5.20548910423684	2.14476100780048	6.94096759318823	6.29184687876299	7.92036295642912	6.06234230774142	5.58375943205647	8.99012502927147	7.53053900637988	5.58375943205647	2.54160199346455	6.0523479589648	4.08698420781581	5.48417433307623	3.01062088604774	2.00417905717929	4.79826681595	3.85142338329922	3.63679637424371	6.67127316322875	4.08698420781581	4.00824186316869	5.97256201460492	6.38169756707472	4.28386238588665	5.28508013976602	5.78308644799425	5.69336169982828	7.72044394821333	7.1907513894432	4.4320065669789	6.29184687876299	5.19556455897321	4.79826681595	4.26422797389543	7.12080808958618	5.44432066066788	4.55060839799541	7.13080282568805	4.87763709263339
PIF_163	5.72325825115686	3.28802868355652	3.33612538491844	3.7244878815813	4.27402374212223	4.84788104279483	2.88759011493429	3.95928819789526	4.97694061757216	4.50114211556404	4.69911579883062	2.2690283094652	2.71800053195538	5.88279300047631	3.6464937376175	4.68923556110576	4.7784509981299	7.71044720907112	4.14598779537394	9.33008858651414	5.8229571341474	6.15213677249688	5.91271891453539	4.7090796493786	1.90210752639692	6.45157565632947	6.65128759546043	8.14029221627283	4.5110792625885	4.98682062933022	7.20074573699139	7.06086255751268	3.22087382753087	2.99172425215645	4.48141937855192	3.34603697048488	5.18559649648392	2.46809953147162	1.22671229129543	3.7244878815813	3.54904250892614	3.34603697048488	5.84290653246683	3.36522472120334	4.63966822639566	6.09225965714288	4.59015806586759	3.37485340632255	3.19212108755938	7.46057660820015	5.59374436944726	6.78113707794437	5.78308644799425	4.58026255028191	5.0762357511802	2.73696154459663	4.5209186335405	4.26422797389543	5.54392666257791	4.39247189253542	3.81242364020539	7.89037293185308	5.58375943205647
NETCR_003_V1	3.65609796458956	2.46809953147162	1.79175946922805	2.22462355152433	2.54160199346455	2.24177295359729	2.04769284336526	1.83418018511201	3.81242364020539	3.41345527905766	3.14415227867226	1.77495235091167	1.91839212016142	3.40386049908164	2.81180943539306	1.71018781553424	1.15688119679209	6.03241453343694	1.66013102674962	7.46057660820015	4.28386238588665	3.5201649007262	3.13462427242061	2.60638654732571	0.641853886172395	4.25433529853104	3.50074101199842	4.24448722065182	3.78305262413119	2.78377591163035	6.28187414647406	3.99856760682833	3.41345527905766	1.57277392806251	2.78377591163035	1.80005827204275	3.29768700529249	2.01356879752913	1.20597080698861	0.582215619852664	0.943905898907129	3.51035069555868	3.85142338329922	1.22671229129543	3.04879899449068	3.26880819361641	2.86846692250811	2.88759011493429	2.71800053195538	3.23040906068187	2.41412646772695	3.24959899751104	5.00669420486299	2.2690283094652	2.53290284805626	1.99605993274078	1.85941811770187	3.01062088604774	2.77446196662146	2.69934576047206	2.03992078351755	2.96320908184843	2.78377591163035
NETL_028_V1	3.8416005411316	6.16211408345812	2.84954976337591	4.16557936315055	5.40452252539435	2.80275413657151	3.75373042643355	3.97893371071077	6.95095843628278	5.0166173657738	3.49103808566194	2.70871664564537	3.10593106585207	6.16211408345812	4.83794718627054	4.74866428562682	4.53087758140624	8.22026853759752	6.0523479589648	9.98004619790712	6.50149985865953	5.36466674708957	4.7585777326174	5.12598574378343	2.40423874672055	5.81299555962952	5.81299555962952	6.58138781673262	5.00669420486299	4.15575319035074	9.11011000789227	6.16211408345812	4.59015806586759	2.43185742869818	4.83794718627054	3.86136109062592	4.92725368515721	3.33612538491844	3.55877076876692	4.31348009213877	3.25924971900647	3.74384101218791	5.83293763887974	4.04760229966997	4.68923556110576	5.6335745796127	3.56868726878553	4.03777421073371	3.24959899751104	6.06234230774142	4.92725368515721	7.21073720940392	6.2219808527516	4.35298394922115	4.60005713660127	3.03927057556847	4.04760229966997	5.2751510885162	6.13218255404686	4.94712735283987	4.23454119271538	5.91271891453539	4.78832472908594
NETL_028_V2	3.55877076876692	4.5407383258287	2.22462355152433	2.86846692250811	4.02802668118445	1.47932922708708	2.30558060197384	2.86846692250811	5.6335745796127	3.4522073025699	2.43185742869818	1.95302761682418	2.29656702066848	5.36466674708957	3.59786005572677	4.04760229966997	4.01818320125654	6.82109656707159	5.60370427924326	8.34023880555749	4.96696201630629	5.34477147091992	4.63966822639566	3.66586667980486	1.03673688495002	4.15575319035074	4.74866428562682	6.03241453343694	5.15577405976249	4.15575319035074	7.96034806166014	5.00669420486299	2.65324196460721	1.80828877117927	3.59786005572677	2.45958884180371	2.88759011493429	2.56955412384829	2.97246364661464	3.13462427242061	2.33214389523559	2.67138621673062	4.35298394922115	2.98214032003452	4.06731588983418	4.93720401601037	2.12704052047911	4.04760229966997	2.02154756326093	4.82807370849769	3.91022138348152	6.13218255404686	5.17564112868052	3.47165584531072	2.77446196662146	2.15292431843964	2.74662968306969	3.83189696094886	4.48141937855192	3.95928819789526	2.22462355152433	5.58375943205647	4.45166929500233
NETCR_013_V1	4.68923556110576	2.86846692250811	3.32647383546622	3.51035069555868	4.15575319035074	3.42328497812616	3.81242364020539	3.08694315360738	6.13218255404686	5.09613998104273	4.27402374212223	1.84213567655312	2.2512917986065	5.80302430930585	3.83189696094886	4.18540329316907	4.27402374212223	8.030324950676	3.73409179693548	9.37008565848008	6.0523479589648	5.8229571341474	5.28508013976602	5.0762357511802	1.30562645805244	5.59374436944726	6.20202931621533	6.51149269743872	5.59374436944726	4.58026255028191	6.31180740179931	5.85286318100357	4.02802668118445	2.21593728626837	4.31348009213877	3.86136109062592	4.14598779537394	3.22087382753087	2.55100645149252	3.22087382753087	2.29656702066848	3.47165584531072	5.60370427924326	3.10593106585207	4.34302589732415	5.6734263546413	4.34302589732415	4.76856373289653	2.93438864331294	4.42208834024773	4.41219204900561	3.99856760682833	6.70123528747181	3.78305262413119	4.15575319035074	2.89701630061483	3.60739821224605	3.88094504985728	5.98252470553851	4.37273358776229	3.65609796458956	5.59374436944726	5.66348117788268
NETL_020_V1	2.66235524184008	3.94951144983914	1.36609165380237	3.73409179693548	3.87099265587015	3.15359035816957	2.40423874672055	1.62136648329937	4.59015806586759	4.33323022048492	3.41345527905766	2.25967759198277	2.51446545202954	4.5703716804454	3.02965049175745	4.85779486662447	4.13612609623706	7.69045518789439	2.18829594659192	8.60018416406687	5.44432066066788	4.91734973004026	4.87763709263339	4.12632760807515	1.1999647829284	4.84788104279483	5.06632225551051	5.8229571341474	4.56048657836145	2.99172425215645	7.49055731903563	4.69911579883062	3.52988372262348	1.58923520511658	3.7635229971097	2.70871664564537	4.7585777326174	2.43185742869818	1.60341984010854	3.13462427242061	3.41345527905766	2.40423874672055	4.60995870271989	1.97823903617067	3.6464937376175	4.18540329316907	3.34603697048488	3.18221184049661	1.93585981320181	6.32179294896871	3.49103808566194	3.92986292355648	6.0523479589648	3.62700405039585	3.31709087236516	2.68102152871429	2.91560622907471	3.63679637424371	3.75373042643355	6.45157565632947	2.81180943539306	5.85286318100357	3.85142338329922
NETL_020_V2	3.36522472120334	4.40231933794164	2.82137888640921	4.18540329316907	4.49121730591206	2.54160199346455	3.01993696225081	1.83418018511201	4.83794718627054	5.21542476845847	3.77322060254769	3.38439026334577	2.48657192910706	4.98682062933022	4.21493845852052	5.34477147091992	5.02657425789776	7.74043394058046	3.57822718401034	9.03011980655336	5.79304409572428	5.31492863235323	4.96696201630629	4.06731588983418	1.63705307946707	5.05637318577011	5.3746300493972	6.0523479589648	5.55388938508158	3.95928819789526	8.20027453147283	4.13612609623706	3.71454720086251	2.70871664564537	4.13612609623706	2.97246364661464	5.14586524335636	2.33214389523559	1.43270073393405	3.48124008933569	3.71454720086251	3.22087382753087	4.96696201630629	2.67138621673062	4.34302589732415	4.86768828477632	3.75373042643355	3.73409179693548	2.84954976337591	5.8229571341474	3.85142338329922	4.4320065669789	6.00247866837108	3.81242364020539	4.23454119271538	3.42328497812616	3.53950899745967	4.23454119271538	4.62976523284347	6.75117164191318	3.39417276672519	5.0861755733416	3.30725293548561
PIF_192	4.95702352464761	4.23454119271538	3.73409179693548	2.6253929674212	3.29768700529249	3.12500460925813	3.8416005411316	3.07731226054641	4.82807370849769	4.05750767217013	3.23040906068187	2.96320908184843	3.70499883599382	4.48141937855192	3.88094504985728	3.17262244035074	2.49568172295596	7.78041591062848	3.35550242240003	8.52019867043607	5.25525327707701	4.83794718627054	4.79826681595	3.77322060254769	1.35066718347674	4.60995870271989	4.98682062933022	6.12218574483099	4.21493845852052	3.00121720378456	6.01244295349317	4.62976523284347	3.40386049908164	1.54115907168081	3.03927057556847	2.49568172295596	4.34302589732415	1.66013102674962	1.12492959698548	2.81180943539306	2.71800053195538	4.07702884001241	5.50407057865816	1.59736533119983	4.05750767217013	5.23532431722011	3.83189696094886	5.8229571341474	3.28802868355652	4.02802668118445	3.8416005411316	5.6335745796127	4.91734973004026	3.23040906068187	2.78377591163035	2.56032328907275	2.36837283353205	3.06758771065442	3.96915919679896	4.11643215868611	3.94951144983914	4.91734973004026	3.62700405039585
NETCR_012_V1	2.70871664564537	3.85142338329922	3.40386049908164	3.23985423125339	4.17546361350689	2.6440448711263	2.55100645149252	3.09648217665413	3.91022138348152	3.10593106585207	2.35896542643015	2.23323501485925	2.01356879752913	4.50114211556404	3.22087382753087	3.83189696094886	2.03077636969855	7.49055731903563	2.52332575969195	8.37023260083432	4.96696201630629	4.63966822639566	4.14598779537394	2.95334655705755	1.10194007876078	4.39247189253542	4.98682062933022	5.57378767804001	3.08694315360738	3.25924971900647	6.08228740118158	4.91734973004026	3.50074101199842	1.89311196348834	3.02965049175745	2.50552593699074	3.14415227867226	2.01356879752913	1.98787434815435	3.03927057556847	1.22671229129543	2.01356879752913	3.94951144983914	3.00121720378456	3.85142338329922	4.74866428562682	1.95302761682418	2.74662968306969	2.6253929674212	4.18540329316907	3.89059505801453	4.76856373289653	5.39453622428858	3.55877076876692	3.53950899745967	3.04879899449068	3.00121720378456	3.06758771065442	4.64956977328478	2.72785282839839	2.07442899985629	5.09613998104273	4.14598779537394
NETCR_012_V2	5.50407057865816	4.76856373289653	3.71454720086251	4.13612609623706	5.1656998419332	3.99856760682833	3.83189696094886	3.82209829790016	4.15575319035074	3.79278891750445	2.85876641848083	2.49568172295596	2.41412646772695	5.61363892480323	4.7784509981299	5.85286318100357	3.18221184049661	8.34023880555749	5.26517414795478	9.50007508631645	6.02243012636486	6.01244295349317	5.00669420486299	4.62976523284347	1.95302761682418	6.10224534645134	5.91271891453539	6.62133907165159	5.73324418480582	5.29501190953931	7.91036681612281	6.23197639258328	4.62976523284347	1.87640694328834	4.16557936315055	3.74384101218791	3.5201649007262	2.97246364661464	3.52988372262348	4.13612609623706	2.55100645149252	3.10593106585207	5.29501190953931	4.15575319035074	4.88756329650626	5.42442124334376	2.95334655705755	4.08698420781581	3.29768700529249	4.60995870271989	4.85779486662447	5.83293763887974	6.60136597906466	4.64956977328478	4.73882657080077	3.42328497812616	3.98861360758986	3.95928819789526	5.85286318100357	4.93720401601037	3.90035520056046	7.52054345185097	5.76315140646303
PIF_089	4.82807370849769	4.41219204900561	4.02802668118445	4.27402374212223	4.5407383258287	6.33178650688394	3.79278891750445	3.49103808566194	4.97694061757216	4.35298394922115	5.03649795362198	1.61143591509677	3.4522073025699	6.17209717846997	4.89746659599062	4.76856373289653	3.19212108755938	7.99033980657305	5.45429494800239	9.71006055800985	6.45157565632947	6.47154226192519	5.9426156312127	5.32486192177015	2.39516427428714	6.39168258002916	6.18206424534616	7.90036981196108	4.30365960559978	4.42208834024773	7.51054549230136	6.18206424534616	4.42208834024773	1.98787434815435	5.24528571999623	3.00121720378456	4.5407383258287	3.81242364020539	3.14415227867226	4.03777421073371	2.10900034392138	3.43269604872153	6.2219808527516	3.54904250892614	5.56383051422876	5.0762357511802	5.34477147091992	5.64353694764092	2.42303124606991	6.78113707794437	5.62362031540416	7.47057165385618	6.55142313342418	4.20499108230916	4.79826681595	3.41345527905766	3.78305262413119	4.68923556110576	5.54392666257791	5.17564112868052	4.5209186335405	4.50114211556404	4.15575319035074
NETCR_002_V1	4.95702352464761	3.38439026334577	3.05823747890539	2.72785282839839	4.59015806586759	2.24177295359729	1.88403474533723	3.18221184049661	3.90035520056046	4.18540329316907	2.97246364661464	2.69056488676119	2.65324196460721	5.79304409572428	4.15575319035074	4.84788104279483	4.79826681595	7.23072244557318	3.66586667980486	8.9401314182355	5.47420158137799	4.97694061757216	5.17564112868052	3.79278891750445	1.54115907168081	5.35474495784668	6.12218574483099	6.77114486531935	5.30499502130128	3.09648217665413	6.37171440607508	6.19205569395168	4.1066024596176	1.79175946922805	4.48141937855192	3.65609796458956	6.14214492668848	2.47737838336721	2.70871664564537	3.90035520056046	3.08694315360738	2.94391252482419	4.93720401601037	3.75373042643355	4.02802668118445	5.47420158137799	1.99605993274078	4.56048657836145	2.25967759198277	6.50149985865953	4.97694061757216	3.66586667980486	5.71330367053984	4.17546361350689	4.60005713660127	3.7635229971097	3.52988372262348	4.34302589732415	5.19556455897321	3.99856760682833	2.93438864331294	5.35474495784668	4.92725368515721
PIF_179	3.58795353552398	3.31709087236516	1.82616089594539	3.44265917146975	2.12704052047911	2.24177295359729	1.91839212016142	3.10593106585207	4.89746659599062	4.15575319035074	4.64956977328478	2.07442899985629	2.00417905717929	5.2751510885162	3.7635229971097	4.34302589732415	2.97246364661464	6.91100000914703	3.65609796458956	8.07031216244848	4.83794718627054	3.94951144983914	4.99680678615972	3.90035520056046	1.15688119679209	6.10224534645134	5.6335745796127	6.27189539284557	4.7784509981299	3.23040906068187	8.17028185651452	4.96696201630629	2.76506045581899	2.43185742869818	4.98682062933022	3.47165584531072	3.48124008933569	1.98787434815435	1.19088756477728	1.96150224381515	1.71739505393919	2.68102152871429	4.24448722065182	1.57277392806251	3.56868726878553	4.65946895939547	3.96915919679896	4.56048657836145	2.76506045581899	4.59015806586759	4.17546361350689	5.04645278696165	5.65350620678147	3.96915919679896	4.31348009213877	2.44147709186066	3.98861360758986	4.71894520024694	4.19524514715783	5.55388938508158	2.92530980925744	4.95702352464761	3.37485340632255
PIF_114	6.53146054817375	3.61711488788463	3.51035069555868	4.46164617590205	3.25924971900647	5.22537025879197	3.66586667980486	3.5201649007262	6.35174049962577	5.43437681095513	5.24528571999623	2.24177295359729	2.87807423008576	5.72325825115686	4.20499108230916	4.99680678615972	3.02965049175745	8.19027675238463	4.35298394922115	9.42008090275825	6.94096759318823	5.48417433307623	6.00247866837108	4.38252650971553	2.42303124606991	5.75317563159212	6.28187414647406	6.39168258002916	5.1060666786762	4.87763709263339	6.70123528747181	5.54392666257791	4.44182738779192	1.86717610851281	4.60005713660127	3.23985423125339	4.37273358776229	3.22087382753087	2.94391252482419	3.81242364020539	2.52332575969195	3.32647383546622	5.84290653246683	2.77446196662146	4.60005713660127	5.29501190953931	5.1060666786762	2.89701630061483	2.87807423008576	4.38252650971553	5.09613998104273	5.9625762700142	8.61018249825907	4.89746659599062	5.38458680170021	3.41345527905766	3.61711488788463	4.39247189253542	5.31492863235323	4.63966822639566	4.06731588983418	4.12632760807515	4.85779486662447
NETCR_006_V1	5.6335745796127	3.7244878815813	4.02802668118445	3.95928819789526	4.3233376383252	5.87282176697721	4.56048657836145	2.84954976337591	6.39168258002916	5.58375943205647	4.5703716804454	2.18829594659192	2.85876641848083	6.40166840956332	5.18559649648392	3.69511000386457	4.5110792625885	6.13218255404686	4.89746659599062	9.90005015143639	7.04087783804561	6.29184687876299	4.50114211556404	5.8229571341474	2.11866225483312	7.28069030830868	6.66127912734148	7.54053124311579	6.31180740179931	3.54904250892614	7.1907513894432	5.00669420486299	4.22478785824739	2.66235524184008	5.30499502130128	4.59015806586759	5.83293763887974	3.42328497812616	3.57822718401034	2.21593728626837	2.47737838336721	4.60005713660127	6.97093662958026	3.91022138348152	4.78832472908594	6.54144838207405	5.32486192177015	4.69911579883062	4.5209186335405	7.49055731903563	5.29501190953931	5.14586524335636	8.59018525546175	3.38439026334577	3.78305262413119	4.02802668118445	4.33323022048492	6.12218574483099	5.83293763887974	4.92725368515721	3.93963817246112	5.52401764664394	4.35298394922115
PIF_141	2.82137888640921	3.20152618653309	2.94391252482419	3.6464937376175	3.10593106585207	3.32647383546622	2.09186406167839	3.77322060254769	4.93720401601037	4.19524514715783	3.13462427242061	2.47737838336721	2.69934576047206	4.64956977328478	4.17546361350689	3.55877076876692	4.19524514715783	7.22073222165514	4.00824186316869	8.8701403959599	5.32486192177015	5.47420158137799	5.11601580955409	3.65609796458956	1.14422279992016	4.7784509981299	5.20548910423684	6.19205569395168	5.50407057865816	6.33178650688394	7.62048937730012	5.80302430930585	3.47165584531072	1.08180517035173	3.90035520056046	3.13462427242061	3.8416005411316	3.06758771065442	2.287471455184	3.17262244035074	3.50074101199842	3.04879899449068	4.1066024596176	2.13534917361813	3.94951144983914	4.87763709263339	3.06758771065442	3.10593106585207	1.92716410623426	6.57140103539947	4.15575319035074	5.95259377271899	5.02657425789776	4.18540329316907	4.46164617590205	3.59786005572677	3.32647383546622	3.73409179693548	4.59015806586759	4.11643215868611	2.93438864331294	7.12080808958618	5.35474495784668
NETCR_025_V1	3.43269604872153	4.58026255028191	2.02154756326093	4.19524514715783	6.96094527349624	2.71800053195538	3.83189696094886	3.75373042643355	4.7784509981299	3.96915919679896	3.41345527905766	1.61143591509677	3.35550242240003	6.00247866837108	3.74384101218791	4.87763709263339	4.12632760807515	8.51020080153909	4.28386238588665	9.60006762041561	6.27189539284557	5.95259377271899	4.14598779537394	4.87763709263339	3.47165584531072	6.01244295349317	6.00247866837108	6.52147496028881	5.45429494800239	4.64956977328478	8.89013786263598	4.61986173473108	4.91734973004026	2.65324196460721	4.94712735283987	3.55877076876692	4.56048657836145	2.67138621673062	2.75556971707019	4.00824186316869	2.97246364661464	4.03777421073371	5.50407057865816	3.26880819361641	4.63966822639566	5.78308644799425	4.91734973004026	3.40386049908164	2.83085763036376	5.48417433307623	4.98682062933022	4.50114211556404	6.18206424534616	3.71454720086251	3.70499883599382	4.68923556110576	3.97893371071077	4.48141937855192	6.18206424534616	5.75317563159212	3.06758771065442	5.9625762700142	5.48417433307623
NETCR_025_V2	2.88759011493429	4.74866428562682	1.26129787094521	4.36284381525711	7.81040539928533	3.01993696225081	4.14598779537394	2.70871664564537	4.42208834024773	4.74866428562682	4.83794718627054	1.79175946922805	3.6464937376175	6.45157565632947	4.50114211556404	4.79826681595	2.83085763036376	8.92013378227725	4.7784509981299	10.0100451514039	6.70123528747181	6.60136597906466	4.78832472908594	5.47420158137799	4.34302589732415	5.99248902215417	6.27189539284557	6.55142313342418	6.14214492668848	5.1060666786762	7.75042961016921	4.98682062933022	5.2751510885162	2.36837283353205	5.8628354045108	3.62700405039585	4.58026255028191	3.04879899449068	1.98787434815435	4.25433529853104	2.43185742869818	4.48141937855192	5.90274261704718	5.22537025879197	4.94712735283987	5.78308644799425	5.32486192177015	3.63679637424371	2.92530980925744	7.11081856446216	5.19556455897321	5.23532431722011	5.6734263546413	4.66945867587045	4.5407383258287	4.79826681595	4.11643215868611	4.73882657080077	6.86105143692839	5.62362031540416	3.82209829790016	5.99248902215417	5.52401764664394
NETCR_016_V1	5.68340968484826	4.07702884001241	5.12598574378343	4.42208834024773	6.15213677249688	3.99856760682833	2.74662968306969	2.51446545202954	6.251923150803	5.93264298629964	4.29374171980631	2.03077636969855	4.07702884001241	6.2219808527516	4.62976523284347	4.00824186316869	3.21124679770371	7.90036981196108	4.5110792625885	9.57007004547414	6.37171440607508	6.42162226780652	3.35550242240003	5.28508013976602	3.21124679770371	6.67127316322875	6.32179294896871	6.87103942604548	5.18559649648392	4.85779486662447	7.22073222165514	6.20202931621533	5.11601580955409	2.10046890887191	6.23197639258328	3.91999117507732	5.69336169982828	3.87099265587015	3.04879899449068	3.02965049175745	2.81180943539306	3.4522073025699	5.52401764664394	3.51035069555868	4.67934958416234	5.81299555962952	3.81242364020539	3.78305262413119	2.76506045581899	6.88103135467435	5.00669420486299	3.86136109062592	7.00090858895961	5.1060666786762	5.20548910423684	3.70499883599382	4.20499108230916	4.71894520024694	6.29184687876299	6.44160023442458	4.1066024596176	6.91100000914703	4.97694061757216
PIF_116	3.42328497812616	4.26422797389543	1.88403474533723	2.98214032003452	1.87640694328834	1.28370777234479	1.23547147138531	2.73696154459663	5.24528571999623	3.98861360758986	4.53087758140624	1.39376637595859	1.59736533119983	4.47152450111817	2.19722457733622	3.39417276672519	1.87640694328834	7.70045363360366	3.74384101218791	7.96034806166014	4.5209186335405	4.42208834024773	4.48141937855192	3.44265917146975	0.751416088683921	4.48141937855192	4.5407383258287	5.55388938508158	2.85876641848083	4.21493845852052	7.23072244557318	3.58795353552398	2.17133680638409	1.3787660946991	3.99856760682833	2.31451366385932	3.29768700529249	1.83418018511201	1.24703229378638	1.71739505393919	0.974559639998131	4.05750767217013	3.96915919679896	1.02961941718116	3.66586667980486	3.66586667980486	2.76506045581899	2.41412646772695	1.39376637595859	4.89746659599062	3.14415227867226	3.74384101218791	5.0762357511802	3.22087382753087	3.34603697048488	3.62700405039585	2.68102152871429	5.1656998419332	3.49103808566194	3.19212108755938	2.21593728626837	3.26880819361641	2.97246364661464
PIF_191	2.99172425215645	3.23985423125339	1.45628673293993	2.44147709186066	2.36837283353205	3.32647383546622	1.85159946958407	2.63476240533238	3.93963817246112	3.30725293548561	2.68102152871429	1.77495235091167	1.47017584510059	4.65946895939547	3.52988372262348	4.09684144242069	2.65324196460721	6.2219808527516	1.32175583998232	7.44058698301074	3.82209829790016	3.91022138348152	3.56868726878553	2.89701630061483	1.0952733874026	3.57822718401034	3.87099265587015	5.47420158137799	3.50074101199842	2.94391252482419	6.17209717846997	4.89746659599062	1.56444054650336	1.30562645805244	3.33612538491844	2.32336763217657	3.14415227867226	1.80005827204275	0.993251773010283	2.54160199346455	1.07500242302898	2.46809953147162	4.00824186316869	0.641853886172395	3.11529150861163	4.26422797389543	3.01993696225081	3.4522073025699	2.47737838336721	4.74866428562682	3.70499883599382	3.16336311493794	4.03777421073371	2.65324196460721	3.55877076876692	2.36837283353205	2.11866225483312	3.69511000386457	3.13462427242061	3.82209829790016	2.36837283353205	4.31348009213877	2.60638654732571
PIF_164	4.85779486662447	6.94096759318823	2.25967759198277	4.20499108230916	3.66586667980486	4.21493845852052	3.12500460925813	3.80265446837278	5.93264298629964	5.0166173657738	4.76856373289653	2.15292431843964	3.00121720378456	6.07230693495208	4.80819265930608	4.7090796493786	4.1066024596176	8.35023619294915	5.56383051422876	9.62006638950301	6.21200471255208	6.07230693495208	5.39453622428858	5.28508013976602	2.06559613485778	5.79304409572428	5.6734263546413	7.73043838089112	4.87763709263339	4.76856373289653	8.80015011792825	5.58375943205647	4.07702884001241	2.94391252482419	4.41219204900561	3.27827616814965	3.98861360758986	3.70499883599382	2.18041745901984	3.97893371071077	2.69056488676119	6.54144838207405	5.70334904740685	3.16336311493794	5.1060666786762	5.42442124334376	5.40452252539435	3.75373042643355	3.89059505801453	7.3206593161873	4.78832472908594	6.34176924403887	6.18206424534616	4.79826681595	5.05637318577011	3.34603697048488	3.89059505801453	4.58026255028191	5.40452252539435	5.75317563159212	4.58026255028191	6.35174049962577	4.83794718627054
NETL_013_V1	3.57822718401034	2.58776403522771	1.92716410623426	2.78377591163035	2.87807423008576	2.50552593699074	1.17248213723457	1.24126858906963	4.69911579883062	4.06731588983418	1.50185270175416	1.88403474533723	1.58923520511658	3.91022138348152	2.59749101053515	1.85159946958407	2.73696154459663	5.18559649648392	1.99605993274078	7.78041591062848	4.44182738779192	4.21493845852052	2.90635446240277	3.31709087236516	0.792992515529661	4.33323022048492	3.23040906068187	3.85142338329922	3.86136109062592	2.88759011493429	6.50149985865953	3.4522073025699	2.57870052907436	1.61143591509677	4.56048657836145	2.30558060197384	2.8402473707136	1.88403474533723	1.33500106673234	1.41098697371026	1.71018781553424	2.69056488676119	3.70499883599382	2.03992078351755	2.60638654732571	3.91999117507732	1.94448055624572	2.76506045581899	2.31451366385932	2.93438864331294	3.4522073025699	4.26422797389543	5.12598574378343	3.04879899449068	2.71800053195538	2.70871664564537	2.15292431843964	3.31709087236516	3.31709087236516	2.75556971707019	2.17133680638409	4.16557936315055	2.85876641848083
PIF_188	4.19524514715783	3.22087382753087	1.74221902366792	2.82137888640921	2.10900034392138	1.41827740697294	2.74662968306969	2.31451366385932	3.65609796458956	3.90035520056046	2.35042242240821	1.38629436111989	2.00417905717929	3.74384101218791	2.6440448711263	2.50552593699074	2.99172425215645	4.48141937855192	2.30558060197384	7.82040338454123	4.96696201630629	3.60739821224605	2.80275413657151	3.88094504985728	0.955511445027436	3.81242364020539	3.59786005572677	4.50114211556404	3.94951144983914	4.67934958416234	5.62362031540416	3.81242364020539	1.81807677754543	1.61143591509677	3.35550242240003	1.84213567655312	3.39417276672519	1.80828877117927	1.81807677754543	1.07500242302898	1.40118297361364	2.05668455455722	4.28386238588665	0.824175442966349	3.95928819789526	3.51035069555868	1.06471073699243	3.80265446837278	1.16315080980568	3.37485340632255	2.57870052907436	3.96915919679896	4.83794718627054	3.08694315360738	2.52332575969195	2.35896542643015	2.44147709186066	3.5201649007262	2.63476240533238	3.13462427242061	3.01993696225081	4.00824186316869	2.49568172295596
